"k","yp_id","nara_comp_raw_f9","nara_acc_raw_f9","read_word_raw_f9","read_nonw_raw_f9","wold_comp_raw_f8","age_m_f8","age_m_f9"
"4","ALSPAC1879",22,59,5,3,13,106,124
"1","ALSPAC1880",28,43,8,6,8,105,123
"4","ALSPAC1881",12,84,4,1,9,98,114
"5","ALSPAC1882",20,30,6,9,10,103,116
"4","ALSPAC1883",18,75,9,9,10,105,119
"3","ALSPAC1884",9,81,10,6,10,100,113
"2","ALSPAC1885",38,23,10,10,14,106,124
"1","ALSPAC1886",39,41,8,7,15,105,118
"2","ALSPAC1887",54,-5,11,12,17,98,121
"1","ALSPAC1888",17,72,6,6,9,103,119
"2","ALSPAC1889",45,7,10,10,13,100,122
"4","ALSPAC1890",13,74,6,4,7,100,118
"1","ALSPAC1891",14,47,8,7,5,96,121
"1","ALSPAC1892",33,52,8,6,15,105,118
"1","ALSPAC1893",18,58,7,6,7,99,130
"2","ALSPAC1894",43,24,8,8,13,102,126
"1","ALSPAC1895",42,43,8,7,11,103,117
"1","ALSPAC1896",33,41,9,6,14,106,115
"2","ALSPAC1897",44,16,9,8,12,97,122
"2","ALSPAC1898",32,29,10,10,12,107,119
"5","ALSPAC1899",4,57,6,5,4,101,120
"1","ALSPAC1900",21,50,8,7,3,99,118
"1","ALSPAC1901",29,69,5,5,12,107,115
"2","ALSPAC1902",33,24,9,7,8,101,115
"1","ALSPAC1903",45,34,10,10,15,106,113
"5","ALSPAC1904",11,52,8,7,7,106,122
"3","ALSPAC1905",12,82,4,3,9,106,120
"1","ALSPAC1906",34,46,8,7,8,104,121
"1","ALSPAC1907",21,46,8,7,9,110,117
"5","ALSPAC1908",11,34,11,8,6,109,118
"2","ALSPAC1909",39,26,9,9,10,106,118
"1","ALSPAC1910",9,83,6,6,8,99,114
"3","ALSPAC1911",4,92,0,1,7,102,115
"3","ALSPAC1912",11,71,7,3,9,101,116
"2","ALSPAC1913",43,2,10,10,13,103,123
"5","ALSPAC1914",18,40,11,9,4,99,115
"1","ALSPAC1915",24,40,9,9,5,101,117
"1","ALSPAC1916",28,53,7,6,NA,98,116
"1","ALSPAC1917",43,67,7,6,16,101,123
"1","ALSPAC1918",32,54,9,7,8,107,124
"3","ALSPAC1919",14,83,6,1,7,100,124
"5","ALSPAC1920",6,50,6,7,-2,102,130
"2","ALSPAC1921",40,13,8,9,NA,105,117
"1","ALSPAC1922",29,26,9,9,7,99,120
"1","ALSPAC1923",35,52,8,8,15,104,116
"3","ALSPAC1924",11,86,1,1,8,108,129
"4","ALSPAC1925",22,70,6,5,12,100,119
"4","ALSPAC1926",22,69,8,2,8,100,117
"1","ALSPAC1927",33,51,8,6,9,95,121
"1","ALSPAC1928",6,66,6,7,8,104,110
"4","ALSPAC1929",6,78,3,-2,7,105,119
"1","ALSPAC1930",36,52,8,6,9,102,114
"5","ALSPAC1931",13,40,9,9,4,113,118
"4","ALSPAC1932",6,94,1,-2,8,102,115
"4","ALSPAC1933",19,85,3,1,12,107,118
"2","ALSPAC1934",37,30,8,9,14,102,113
"5","ALSPAC1935",2,50,9,7,-1,97,114
"4","ALSPAC1936",15,74,7,3,6,100,121
"3","ALSPAC1937",13,66,9,2,6,107,115
"5","ALSPAC1938",7,48,7,6,5,107,109
"4","ALSPAC1939",21,78,3,2,8,97,118
"4","ALSPAC1940",17,75,5,4,12,103,119
"1","ALSPAC1941",34,62,7,6,14,107,128
"1","ALSPAC1942",33,48,8,7,NA,100,116
"1","ALSPAC1943",45,48,10,9,14,105,121
"4","ALSPAC1944",16,77,5,2,12,107,118
"1","ALSPAC1945",30,55,8,7,10,106,117
"4","ALSPAC1946",16,82,5,0,12,100,115
"5","ALSPAC1947",5,38,11,11,6,108,119
"4","ALSPAC1948",19,89,4,1,15,100,112
"2","ALSPAC1949",45,18,10,9,12,104,121
"1","ALSPAC1950",21,55,8,8,9,106,122
"1","ALSPAC1951",16,52,7,6,3,106,115
"1","ALSPAC1952",19,82,6,6,11,104,115
"4","ALSPAC1953",26,75,7,1,18,96,118
"1","ALSPAC1954",21,50,8,8,13,104,119
"1","ALSPAC1955",28,53,8,7,7,107,120
"4","ALSPAC1956",16,83,5,2,11,106,114
"1","ALSPAC1957",13,59,9,8,8,108,120
"1","ALSPAC1958",25,42,7,6,14,104,120
"4","ALSPAC1959",22,68,4,0,13,95,112
"1","ALSPAC1960",25,46,8,7,9,100,122
"2","ALSPAC1961",34,17,8,8,11,100,116
"5","ALSPAC1962",6,49,4,6,3,102,125
"2","ALSPAC1963",31,39,7,8,10,94,114
"3","ALSPAC1964",15,89,-1,-1,11,104,116
"1","ALSPAC1965",28,50,9,8,11,102,119
"1","ALSPAC1966",30,39,8,8,8,100,117
"4","ALSPAC1967",18,75,5,3,14,104,118
"4","ALSPAC1968",18,72,4,2,9,103,116
"1","ALSPAC1969",29,59,7,7,13,105,120
"5","ALSPAC1970",8,42,10,9,4,96,125
"4","ALSPAC1971",12,84,5,2,4,102,121
"4","ALSPAC1972",19,77,3,2,12,107,119
"5","ALSPAC1973",2,57,2,5,NA,102,124
"1","ALSPAC1974",35,42,7,7,10,99,124
"1","ALSPAC1975",18,56,8,7,11,99,114
"3","ALSPAC1976",4,77,1,2,3,100,115
"3","ALSPAC1977",18,88,7,5,8,103,118
"3","ALSPAC1978",7,84,4,2,6,103,118
"2","ALSPAC1979",42,29,8,8,12,103,117
"3","ALSPAC1980",18,70,9,3,6,103,119
"1","ALSPAC1981",17,51,8,7,6,102,112
"4","ALSPAC1982",18,64,8,4,NA,102,113
"1","ALSPAC1983",43,28,9,8,12,106,116
"4","ALSPAC1984",16,60,5,2,8,98,107
"1","ALSPAC1985",28,59,6,6,NA,96,114
"2","ALSPAC1986",45,14,8,9,12,98,117
"4","ALSPAC1987",18,69,7,2,9,100,112
"1","ALSPAC1988",38,54,8,7,NA,110,123
"1","ALSPAC1989",34,50,8,9,6,99,118
"1","ALSPAC1990",14,59,NA,6,6,102,111
"4","ALSPAC1991",15,68,4,1,9,109,120
"1","ALSPAC1992",41,57,8,7,14,105,116
"2","ALSPAC1993",33,24,9,9,10,109,118
"1","ALSPAC1994",41,38,8,8,12,97,122
"1","ALSPAC1995",26,57,8,7,11,103,123
"5","ALSPAC1996",7,41,11,9,0,102,115
"5","ALSPAC1997",13,43,9,7,8,100,115
"4","ALSPAC1998",33,72,7,4,16,108,121
"1","ALSPAC1999",37,50,8,6,NA,107,117
"1","ALSPAC2000",32,55,8,6,6,101,117
"5","ALSPAC2001",12,57,6,3,4,102,121
"3","ALSPAC2002",3,78,4,3,7,108,126
"4","ALSPAC2003",19,76,4,4,NA,104,119
"1","ALSPAC2004",34,43,10,10,8,98,120
"1","ALSPAC2005",40,48,9,8,10,98,118
"1","ALSPAC2006",34,48,7,7,12,102,113
"2","ALSPAC2007",36,37,7,8,13,105,122
"5","ALSPAC2008",4,74,7,7,3,103,117
"1","ALSPAC2009",19,62,7,5,7,107,121
"1","ALSPAC2010",15,64,6,6,10,102,114
"1","ALSPAC2011",22,51,9,8,12,109,119
"2","ALSPAC2012",43,5,10,10,16,96,111
"2","ALSPAC2013",35,24,8,8,11,97,128
"1","ALSPAC2014",6,62,6,4,7,102,122
"1","ALSPAC2015",15,51,7,7,10,99,121
"1","ALSPAC2016",25,43,9,10,8,104,118
"5","ALSPAC2017",14,30,12,11,6,103,115
"2","ALSPAC2018",44,20,9,8,13,99,118
"4","ALSPAC2019",13,78,4,-1,8,103,120
"1","ALSPAC2020",22,58,7,6,11,107,119
"1","ALSPAC2021",31,37,9,7,8,109,122
"4","ALSPAC2022",17,81,2,0,6,102,122
"5","ALSPAC2023",4,62,4,5,-4,102,126
"3","ALSPAC2024",7,82,2,3,5,97,120
"4","ALSPAC2025",33,70,6,3,18,102,120
"1","ALSPAC2026",27,55,8,6,12,99,120
"1","ALSPAC2027",44,42,10,10,14,102,118
"4","ALSPAC2028",16,65,5,3,12,103,120
"2","ALSPAC2029",37,12,10,10,11,100,118
"1","ALSPAC2030",48,37,8,9,12,105,126
"2","ALSPAC2031",38,32,9,8,NA,99,123
"1","ALSPAC2032",17,65,8,7,8,100,112
"3","ALSPAC2033",2,94,1,3,3,99,113
"5","ALSPAC2034",-5,73,3,3,-3,106,126
"3","ALSPAC2035",13,87,5,5,5,102,128
"2","ALSPAC2036",47,8,10,10,18,105,121
"4","ALSPAC2037",20,85,7,2,NA,100,123
"3","ALSPAC2038",12,70,2,5,11,105,122
"4","ALSPAC2039",16,89,5,-1,12,105,114
"5","ALSPAC2040",13,44,7,7,7,96,118
"1","ALSPAC2041",24,47,9,8,7,103,117
"1","ALSPAC2042",29,48,8,7,NA,101,118
"1","ALSPAC2043",28,45,8,6,6,102,125
"2","ALSPAC2044",30,38,7,8,8,108,120
"4","ALSPAC2045",9,82,3,0,12,101,118
"3","ALSPAC2046",17,72,5,3,6,100,118
"3","ALSPAC2047",9,94,-3,0,10,106,119
"1","ALSPAC2048",38,37,11,9,NA,95,123
"1","ALSPAC2049",34,51,7,5,10,107,119
"1","ALSPAC2050",36,36,9,8,7,112,124
"1","ALSPAC2051",17,62,6,4,9,107,118
"1","ALSPAC2052",26,44,9,7,9,102,126
"1","ALSPAC2053",31,60,7,6,12,107,124
"2","ALSPAC2054",39,15,9,9,10,104,118
"4","ALSPAC2055",17,87,2,0,5,103,115
"2","ALSPAC2056",40,17,8,9,13,91,120
"3","ALSPAC2057",12,86,4,0,NA,104,116
"5","ALSPAC2058",9,54,8,9,3,107,118
"4","ALSPAC2059",13,97,NA,-1,7,108,125
"2","ALSPAC2060",32,33,8,9,12,99,125
"3","ALSPAC2061",16,82,5,5,7,105,119
"1","ALSPAC2062",45,35,9,8,11,97,119
"5","ALSPAC2063",6,63,3,4,3,100,115
"3","ALSPAC2064",12,95,2,2,9,106,116
"3","ALSPAC2065",13,69,7,4,9,99,118
"1","ALSPAC2066",22,50,6,6,9,104,117
"1","ALSPAC2067",19,58,6,6,9,116,120
"2","ALSPAC2068",46,28,8,7,14,106,113
"1","ALSPAC2069",24,69,6,5,13,108,119
"2","ALSPAC2070",31,28,9,9,10,109,117
"1","ALSPAC2071",21,59,8,7,11,101,118
"1","ALSPAC2072",54,46,9,7,17,102,120
"4","ALSPAC2073",8,78,4,3,11,100,121
"1","ALSPAC2074",23,53,6,6,13,106,126
"1","ALSPAC2075",29,71,7,8,NA,106,114
"1","ALSPAC2076",25,30,8,8,13,99,124
"4","ALSPAC2077",20,76,5,3,12,107,120
"1","ALSPAC2078",15,55,7,7,12,100,114
"2","ALSPAC2079",32,39,8,9,13,106,118
"1","ALSPAC2080",33,51,9,7,12,101,117
"1","ALSPAC2081",5,57,8,7,5,108,121
"1","ALSPAC2082",38,39,9,7,13,94,124
"1","ALSPAC2083",41,41,9,8,10,101,111
"1","ALSPAC2084",30,55,8,7,7,98,125
"5","ALSPAC2085",9,47,8,6,4,106,119
"5","ALSPAC2086",9,53,7,5,3,98,124
"2","ALSPAC2087",39,17,9,10,12,105,116
"2","ALSPAC2088",45,16,9,10,12,94,117
"1","ALSPAC2089",29,55,9,7,12,101,124
"1","ALSPAC2090",26,50,8,8,8,108,122
"1","ALSPAC2091",23,44,9,8,2,99,117
"5","ALSPAC2092",5,51,9,9,7,97,117
"5","ALSPAC2093",19,47,7,6,8,95,120
"1","ALSPAC2094",29,39,8,7,9,102,116
"1","ALSPAC2095",46,46,9,9,12,98,123
"1","ALSPAC2096",48,34,10,9,14,103,126
"1","ALSPAC2097",37,52,7,7,12,107,119
"3","ALSPAC2098",21,63,5,2,7,101,121
"2","ALSPAC2099",31,37,10,10,10,100,122
"4","ALSPAC2100",25,69,7,3,11,103,122
"3","ALSPAC2101",4,90,0,2,5,105,118
"2","ALSPAC2102",28,30,8,8,9,104,114
"4","ALSPAC2103",10,81,3,0,10,94,109
"4","ALSPAC2104",7,88,6,2,7,95,115
"2","ALSPAC2105",33,36,9,8,11,104,118
"3","ALSPAC2106",12,62,9,3,4,111,118
"5","ALSPAC2107",13,38,8,NA,4,107,128
"1","ALSPAC2108",8,57,7,5,7,98,118
"2","ALSPAC2109",35,23,9,10,NA,107,122
"3","ALSPAC2110",10,66,2,0,9,102,120
"2","ALSPAC2111",41,17,9,9,15,105,115
"2","ALSPAC2112",33,15,10,10,10,102,116
"1","ALSPAC2113",25,59,8,7,6,104,119
"1","ALSPAC2114",19,45,7,7,8,98,130
"1","ALSPAC2115",36,45,9,8,12,103,115
"1","ALSPAC2116",27,68,6,4,11,107,122
"1","ALSPAC2117",32,37,8,8,9,106,123
"1","ALSPAC2118",35,56,7,7,11,105,114
"1","ALSPAC2119",35,54,7,8,11,101,122
"4","ALSPAC2120",24,71,7,4,14,104,121
"1","ALSPAC2121",48,36,9,7,13,110,116
"1","ALSPAC2122",35,37,8,7,9,102,119
"1","ALSPAC2123",27,49,9,7,4,101,119
"1","ALSPAC2124",37,51,6,6,11,106,116
"1","ALSPAC2125",41,46,9,9,13,104,124
"4","ALSPAC2126",29,70,6,2,15,104,123
"1","ALSPAC2127",32,53,6,6,14,108,119
"2","ALSPAC2128",31,26,10,10,11,98,113
"1","ALSPAC2129",17,57,6,6,6,106,118
"2","ALSPAC2130",34,11,10,9,10,105,120
"1","ALSPAC2131",34,54,9,9,12,102,120
"1","ALSPAC2132",31,61,7,6,6,108,119
"1","ALSPAC2133",21,45,7,6,14,103,119
"1","ALSPAC2134",30,40,8,8,11,103,124
"5","ALSPAC2135",9,68,5,3,4,97,114
"3","ALSPAC2136",25,71,9,3,12,95,121
"4","ALSPAC2137",24,77,4,2,12,110,121
"2","ALSPAC2138",44,8,9,9,12,99,116
"1","ALSPAC2139",30,53,7,7,11,106,119
"1","ALSPAC2140",38,44,9,7,11,103,122
"1","ALSPAC2141",15,57,8,6,9,101,120
"2","ALSPAC2142",31,35,9,10,14,101,115
"5","ALSPAC2143",10,45,7,8,1,105,122
"3","ALSPAC2144",10,79,0,1,8,101,125
"3","ALSPAC2145",11,87,5,3,6,94,123
"4","ALSPAC2146",21,67,3,2,14,106,116
"4","ALSPAC2147",17,66,7,2,11,103,121
"4","ALSPAC2148",8,84,4,2,7,106,116
"1","ALSPAC2149",27,52,8,7,6,111,116
"1","ALSPAC2150",22,57,7,6,4,99,125
"1","ALSPAC2151",39,53,8,7,12,100,128
"1","ALSPAC2152",21,67,7,7,11,102,115
"1","ALSPAC2153",18,61,7,6,6,99,119
"1","ALSPAC2154",32,46,7,6,12,108,121
"2","ALSPAC2155",39,29,7,8,11,102,116
"4","ALSPAC2156",23,84,8,3,NA,103,120
"1","ALSPAC2157",34,51,9,8,8,99,118
"3","ALSPAC2158",15,77,3,3,7,106,117
"5","ALSPAC2159",-2,68,6,8,3,103,115
"1","ALSPAC2160",32,54,8,8,12,105,121
"3","ALSPAC2161",27,60,9,5,9,97,116
"1","ALSPAC2162",18,61,7,7,8,103,120
"4","ALSPAC2163",19,80,NA,2,11,106,116
"1","ALSPAC2164",31,46,8,7,11,106,120
"4","ALSPAC2165",16,85,4,3,15,101,117
"3","ALSPAC2166",14,76,7,4,7,102,121
"5","ALSPAC2167",10,45,6,6,4,102,121
"1","ALSPAC2168",41,63,8,7,14,106,116
"1","ALSPAC2169",30,44,8,6,9,104,114
"1","ALSPAC2170",36,40,9,7,9,105,115
"1","ALSPAC2171",33,45,7,6,8,95,120
"1","ALSPAC2172",18,47,8,7,7,94,120
"2","ALSPAC2173",41,10,9,9,14,110,122
"1","ALSPAC2174",49,47,9,6,16,105,122
"4","ALSPAC2175",25,72,5,-1,14,105,122
"1","ALSPAC2176",36,43,8,7,10,100,114
"5","ALSPAC2177",13,43,9,7,3,102,124
"1","ALSPAC2178",20,61,7,7,5,98,122
"1","ALSPAC2179",22,43,9,6,6,98,119
"3","ALSPAC2180",13,81,0,3,6,102,121
"1","ALSPAC2181",21,48,7,6,11,100,117
"1","ALSPAC2182",22,59,7,5,8,101,120
"5","ALSPAC2183",-1,56,6,8,3,102,115
"2","ALSPAC2184",44,21,8,8,14,99,121
"2","ALSPAC2185",34,15,9,9,9,106,115
"1","ALSPAC2186",31,50,8,8,13,100,128
"4","ALSPAC2187",24,63,6,2,12,99,119
"4","ALSPAC2188",8,77,3,NA,5,102,120
"1","ALSPAC2189",21,47,7,6,6,105,114
"1","ALSPAC2190",39,49,9,7,14,99,124
"1","ALSPAC2191",34,44,8,7,9,104,125
"1","ALSPAC2192",34,36,9,8,5,103,117
"1","ALSPAC2193",16,72,7,6,9,103,112
"4","ALSPAC2194",21,69,4,1,11,94,117
"1","ALSPAC2195",30,40,9,9,8,106,120
"4","ALSPAC2196",29,58,11,6,10,104,118
"2","ALSPAC2197",32,28,10,9,6,101,114
"2","ALSPAC2198",47,5,10,9,13,102,116
"1","ALSPAC2199",43,40,8,7,14,105,116
"1","ALSPAC2200",34,56,9,7,13,104,115
"5","ALSPAC2201",9,64,6,6,-1,101,117
"4","ALSPAC2202",23,73,5,2,11,110,121
"4","ALSPAC2203",13,72,4,3,10,105,120
"1","ALSPAC2204",46,30,10,9,15,105,117
"1","ALSPAC2205",29,51,9,7,13,108,122
"2","ALSPAC2206",30,31,9,9,9,101,120
"4","ALSPAC2207",8,79,1,-1,NA,102,115
"1","ALSPAC2208",41,44,8,8,NA,102,115
"1","ALSPAC2209",25,51,8,8,8,101,120
"4","ALSPAC2210",12,86,4,2,8,101,116
"4","ALSPAC2211",13,78,7,4,10,102,116
"3","ALSPAC2212",3,95,1,1,6,102,109
"3","ALSPAC2213",5,84,-1,2,NA,101,120
"1","ALSPAC2214",19,49,8,7,11,109,116
"1","ALSPAC2215",44,50,7,7,10,106,123
"1","ALSPAC2216",43,56,8,6,7,103,114
"4","ALSPAC2217",21,81,3,2,9,103,115
"3","ALSPAC2218",2,90,2,2,7,110,115
"1","ALSPAC2219",38,60,8,7,13,103,114
"1","ALSPAC2220",18,62,7,7,5,96,122
"2","ALSPAC2221",35,17,9,8,12,104,118
"2","ALSPAC2222",37,22,8,9,13,102,121
"5","ALSPAC2223",6,36,10,10,4,104,120
"5","ALSPAC2224",1,59,7,6,-2,105,115
"2","ALSPAC2225",46,0,9,8,NA,92,118
"1","ALSPAC2226",28,53,7,7,11,108,120
"1","ALSPAC2227",43,51,6,4,13,102,118
"4","ALSPAC2228",22,74,6,5,14,99,122
"1","ALSPAC2229",41,46,8,6,10,98,117
"2","ALSPAC2230",40,11,10,9,10,100,113
"1","ALSPAC2231",31,55,8,8,8,95,125
"3","ALSPAC2232",18,77,6,7,9,103,121
"2","ALSPAC2233",44,23,8,7,14,101,118
"1","ALSPAC2234",13,69,5,5,10,98,119
"4","ALSPAC2235",14,86,6,1,10,94,112
"1","ALSPAC2236",22,62,7,7,NA,96,117
"1","ALSPAC2237",46,29,9,7,13,104,125
"1","ALSPAC2238",28,45,8,7,12,108,124
"5","ALSPAC2239",12,45,11,10,NA,101,113
"3","ALSPAC2240",4,91,4,3,3,103,124
"3","ALSPAC2241",4,87,3,3,6,104,119
"3","ALSPAC2242",7,88,3,1,5,100,115
"1","ALSPAC2243",50,42,8,6,13,104,121
"5","ALSPAC2244",11,48,7,9,3,107,117
"2","ALSPAC2245",29,30,10,9,10,102,115
"5","ALSPAC2246",3,48,6,3,-2,100,122
"1","ALSPAC2247",27,49,7,7,9,105,121
"5","ALSPAC2248",4,62,7,5,-5,101,127
"1","ALSPAC2249",30,44,8,8,13,111,124
"4","ALSPAC2250",24,71,7,3,13,98,121
"1","ALSPAC2251",38,42,9,8,11,98,127
"1","ALSPAC2252",34,41,8,8,10,99,116
"1","ALSPAC2253",30,64,7,7,8,98,122
"4","ALSPAC2254",29,58,7,2,15,106,117
"5","ALSPAC2255",1,66,5,7,2,95,126
"2","ALSPAC2256",42,37,8,7,15,99,119
"4","ALSPAC2257",20,67,4,2,NA,98,127
"1","ALSPAC2258",27,48,8,8,9,102,121
"5","ALSPAC2259",7,55,6,7,NA,111,115
"3","ALSPAC2260",3,86,3,3,3,100,121
"1","ALSPAC2261",21,44,7,8,11,109,117
"4","ALSPAC2262",20,83,3,0,12,101,116
"5","ALSPAC2263",8,60,5,8,2,100,117
"4","ALSPAC2264",19,81,4,2,9,96,120
"4","ALSPAC2265",20,83,9,3,14,100,119
"1","ALSPAC2266",12,72,6,6,9,103,118
"4","ALSPAC2267",15,59,5,2,10,110,122
"1","ALSPAC2268",36,51,8,8,11,111,120
"5","ALSPAC2269",15,48,10,7,6,109,118
"2","ALSPAC2270",42,20,8,9,13,111,116
"1","ALSPAC2271",26,51,8,7,10,105,116
"3","ALSPAC2272",8,72,2,1,7,101,116
"2","ALSPAC2273",30,35,9,9,7,105,117
"4","ALSPAC2274",25,61,5,0,15,107,120
"1","ALSPAC2275",37,32,9,8,7,100,117
"3","ALSPAC2276",4,75,6,4,3,103,115
"1","ALSPAC2277",22,27,8,7,10,100,118
"3","ALSPAC2278",12,93,5,3,9,109,120
"1","ALSPAC2279",35,43,9,8,10,102,121
"1","ALSPAC2280",44,49,9,9,10,99,118
"1","ALSPAC2281",36,37,10,9,14,111,123
"4","ALSPAC2282",29,79,2,0,21,97,119
"1","ALSPAC2283",41,44,7,6,14,105,126
"3","ALSPAC2284",12,83,4,3,7,105,122
"2","ALSPAC2285",41,11,8,8,NA,100,124
"1","ALSPAC2286",18,56,7,7,8,101,115
"1","ALSPAC2287",29,46,10,9,8,104,119
"3","ALSPAC2288",8,78,6,4,3,99,126
"1","ALSPAC2289",26,59,6,6,13,105,127
"2","ALSPAC2290",35,42,8,8,9,102,120
"5","ALSPAC2291",10,66,5,3,0,101,119
"3","ALSPAC2292",2,88,5,NA,8,102,117
"5","ALSPAC2293",14,36,9,9,5,111,121
"2","ALSPAC2294",43,18,9,9,13,98,120
"5","ALSPAC2295",5,58,6,6,-1,101,121
"1","ALSPAC2296",46,47,8,8,17,101,122
"1","ALSPAC2297",34,46,8,7,13,112,118
"1","ALSPAC2298",40,55,7,6,9,99,114
"5","ALSPAC2299",8,63,5,4,5,105,111
"4","ALSPAC2300",23,82,3,0,13,99,120
"1","ALSPAC2301",35,39,9,8,11,105,113
"5","ALSPAC2302",5,56,12,8,3,107,117
"4","ALSPAC2303",15,78,2,-1,7,102,115
"1","ALSPAC2304",22,63,8,7,4,100,122
"1","ALSPAC2305",14,61,7,7,4,104,115
"2","ALSPAC2306",41,11,10,10,12,103,126
"3","ALSPAC2307",1,100,3,4,8,103,118
"2","ALSPAC2308",37,24,9,10,12,103,127
"5","ALSPAC2309",14,67,6,3,6,99,117
"4","ALSPAC2310",18,86,3,-2,12,100,116
"3","ALSPAC2311",10,85,1,1,8,110,121
"2","ALSPAC2312",31,35,8,8,10,105,116
"1","ALSPAC2313",22,41,9,8,4,107,122
"3","ALSPAC2314",2,76,5,5,1,97,120
"5","ALSPAC2315",12,40,11,5,0,108,112
"1","ALSPAC2316",32,44,9,7,9,101,112
"2","ALSPAC2317",29,41,7,8,11,102,113
"1","ALSPAC2318",38,41,8,8,12,101,118
"2","ALSPAC2319",34,20,9,10,9,105,114
"1","ALSPAC2320",25,63,6,5,7,98,116
"2","ALSPAC2321",47,8,12,12,11,111,119
"1","ALSPAC2322",35,48,9,8,13,110,123
"2","ALSPAC2323",37,9,10,9,11,99,116
"5","ALSPAC2324",8,59,7,5,6,109,120
"1","ALSPAC2325",23,58,9,7,12,109,117
"2","ALSPAC2326",35,30,9,7,12,104,118
"1","ALSPAC2327",18,62,8,7,11,101,115
"1","ALSPAC2328",41,53,8,9,13,101,117
"5","ALSPAC2329",1,51,10,9,0,109,113
"1","ALSPAC2330",40,39,9,7,11,97,118
"2","ALSPAC2331",32,24,7,6,7,103,120
"2","ALSPAC2332",37,20,9,9,10,105,119
"2","ALSPAC2333",45,24,9,9,13,106,120
"4","ALSPAC2334",16,81,4,-1,NA,102,115
"1","ALSPAC2335",46,47,9,8,13,104,115
"5","ALSPAC2336",13,23,11,9,6,106,122
"1","ALSPAC2337",13,56,8,6,6,100,119
"2","ALSPAC2338",46,29,10,10,13,104,119
"4","ALSPAC2339",9,82,3,0,8,101,118
"1","ALSPAC2340",15,61,9,7,6,107,117
"1","ALSPAC2341",27,34,7,8,8,102,115
"2","ALSPAC2342",35,31,8,7,NA,105,123
"2","ALSPAC2343",33,31,9,8,12,108,119
"1","ALSPAC2344",49,43,8,7,13,104,120
"4","ALSPAC2345",23,79,NA,0,18,109,120
"5","ALSPAC2346",11,49,6,9,6,107,114
"1","ALSPAC2347",35,56,7,6,9,98,120
"5","ALSPAC2348",11,42,8,8,3,102,118
"1","ALSPAC2349",40,43,9,8,10,110,121
"2","ALSPAC2350",30,40,8,7,10,107,123
"5","ALSPAC2351",-2,79,2,2,3,104,118
"1","ALSPAC2352",35,57,8,7,13,109,109
"5","ALSPAC2353",14,50,8,7,7,104,114
"1","ALSPAC2354",49,29,10,10,14,104,122
"4","ALSPAC2355",19,78,9,7,12,102,120
"3","ALSPAC2356",11,66,7,4,5,104,115
"1","ALSPAC2357",41,55,8,8,13,97,112
"3","ALSPAC2358",17,69,7,5,10,106,116
"2","ALSPAC2359",45,19,9,9,12,107,124
"1","ALSPAC2360",36,51,8,7,13,101,125
"3","ALSPAC2361",12,77,7,5,6,101,123
"1","ALSPAC2362",16,64,8,6,10,99,128
"5","ALSPAC2363",10,50,9,8,5,107,117
"1","ALSPAC2364",19,50,8,7,6,104,122
"4","ALSPAC2365",18,70,4,1,11,100,118
"2","ALSPAC2366",33,24,9,9,9,105,125
"1","ALSPAC2367",40,54,7,6,13,104,116
"1","ALSPAC2368",19,65,7,6,NA,101,117
"1","ALSPAC2369",30,29,9,8,8,104,120
"5","ALSPAC2370",9,43,7,8,5,102,123
"3","ALSPAC2371",6,97,3,0,4,105,116
"4","ALSPAC2372",13,90,4,3,6,95,120
"1","ALSPAC2373",30,40,8,6,9,103,125
"4","ALSPAC2374",17,67,8,4,15,96,114
"3","ALSPAC2375",4,96,6,4,9,101,118
"2","ALSPAC2376",49,17,10,10,15,105,122
"5","ALSPAC2377",17,46,10,10,8,104,123
"4","ALSPAC2378",19,73,5,0,12,106,117
"1","ALSPAC2379",33,54,7,6,11,107,113
"4","ALSPAC2380",12,99,4,0,11,107,123
"1","ALSPAC2381",39,43,9,8,17,104,118
"1","ALSPAC2382",28,70,7,7,8,107,114
"1","ALSPAC2383",23,54,8,6,8,101,119
"1","ALSPAC2384",21,43,8,6,9,97,115
"4","ALSPAC2385",16,81,4,0,NA,100,119
"4","ALSPAC2386",20,68,8,4,8,99,124
"1","ALSPAC2387",16,56,7,5,7,104,120
"4","ALSPAC2388",24,79,7,4,14,110,122
"4","ALSPAC2389",16,74,5,3,12,111,127
"1","ALSPAC2390",44,36,8,7,9,106,121
"1","ALSPAC2391",28,32,8,8,12,104,117
"1","ALSPAC2392",38,65,5,5,12,102,117
"1","ALSPAC2393",38,53,7,6,11,99,118
"4","ALSPAC2394",11,88,4,2,11,99,117
"2","ALSPAC2395",42,12,11,11,12,106,121
"1","ALSPAC2396",36,45,9,7,10,104,117
"4","ALSPAC2397",19,61,7,5,9,99,114
"1","ALSPAC2398",27,41,9,7,9,107,126
"1","ALSPAC2399",30,51,8,8,11,104,119
"2","ALSPAC2400",33,33,9,8,10,101,113
"3","ALSPAC2401",16,80,3,1,11,102,115
"4","ALSPAC2402",24,84,7,4,17,104,119
"4","ALSPAC2403",18,76,4,0,11,96,117
"3","ALSPAC2404",7,67,6,3,5,107,119
"1","ALSPAC2405",28,58,6,6,12,106,117
"4","ALSPAC2406",13,75,5,1,9,108,115
"4","ALSPAC2407",10,95,0,-1,2,101,120
"3","ALSPAC2408",12,69,3,5,7,101,120
"1","ALSPAC2409",40,42,8,7,11,107,115
"4","ALSPAC2410",17,81,6,4,9,107,125
